WORD	GENDER	LEMMA SYNONYM	INFLECTION	WORD CLASS	BASIC WORD	TRANSLATION NUMBER	RESTRICTION	SCIENTIFIC NAME	SAAMI	SAAMI TRANSLATION CASE OR FORM	WORD CLASS	EXPLANATION	TRANS SYNON1	TRANS SYNON2	TRANS SYNON3	TRANS SYNON4	TRANS SYNON5	TRANS SYNON6	SPANISH_EX_1	SAAMI_EX_1	SPANISH_EX_2	SAAMI_EX_2	SPANISH_EX_3	SAAMI_EX_3	SPANISH_EX_4	SAAMI_EX_4	SPANISH_EX_5	SAAMI_EX_5	SPANISH_EX_6	SAAMI_EX_6	SPANISH_EX_7	SAAMI_EX_7
falta	F			N		7	Jurídico		mollan		N																					
falta	F			N		8	Jurídico		sivva		N																					
falta	F			N		9	Deporte		verrošeapmi		N																					
echar en falta			1a	VLc		1			váillahit		V	TV							Echo en falta a los amigos.	Váillahan ustibiid.												
echar en falta			1a	VLc		2			ohcalit		V	TV																				
hacer falta			2s	VLc		1			dárbbašit		V	UseTV, WObjPron							Me hace falta un tenedor.	Mun dárbbašan gáffala.	Me hace falta un buen gorro.	Mun dárbbašan buori gahpira.	Ya no te hago falta para nada.	Don it šat dárbbaš mu oppanassii.								
hacer falta			2s	VLc		2			dárbbašuvvot		V	Imp, 3per							Aquí hace falta trabajar más.	Dás dárbbašuvvo eambbo bargat.	En el salón hacen falta unos cuadros.	Sálas dárbbašuvvojit soames málagovat.										
faltar			1a	V		1			váilut		V	IV							En esta casa faltan ventanas.	Dán visttis váilot glásat.												
faltar			1a	V		2			leat váili		VLc	IV																				
faltar			1a	V		3			dárbbašit		V	UseTV, WObjPron							Me falta dinero.	Mun dárbbašan ruđa.												
faltar			1a	V		4	Cuando la persona es el objeto		váillahit		V	UseTV, WObjPron							Me faltas tú.	Mun váillahan du.												
faltar			1a	V		5	En expresión habitiva		váilut		V	UseTV, WObjPron							Me falta dinero.	Mus váilu ruhta.												
faltar			1a	V		6			gudnehuhttit		V	IV							Pedro siempre está faltando a las personas.	Pedro lea álo gudnehuhttimin olbmuid.												
faltar			1a	V		7	Hora		váile		Adv	IV							Falta un cuarto para las seis.	Diibmu lea njealjádas váile guhtta.												
faltar			1a	V		8	Tiempo / Áigi, Distancia / Gaska		leat vel		VLc	IV							Faltan dos semanas para las vacaciones.	Lea vel guokte vahku lupmui.	Faltan veinte kilómetros para Kárášjohka.	Lea vel guoktelot kilomehtera Kárášjohkii.										
faltar			1a	V		9			jávkat		V	IV, Saam: + Loc							faltar a clase	jávkat oahpahagas												
fama	F			N		1			beakkálmasvuohta		N																					
fama	F			N		2			beakkánvuohta		N																					
fama	F			N		3	Honor, honra		gudni		N																					
familia	F			N		1	En la misma casa		bearaš		N	Collc																				
familia	F			N		2	En la misma casa		joavku		N	Collc																				
familia	F			N		3	Por parte de padre o de madre		sohka		N	Collc																				
familia	F			N		4	Propia y política		fuolkkit		N	Collc, Saam: Pl																				
familia	F			N, A		5	Propia y política		fuolki		N, A	Sg, Pred							Ese hombre es familia mía.	Dát olmmoš lea mu fuolki.												
familia	F			N, A		6	Propia y política		lávvi		N, A	Sg, Pred																				
familia	F			N		7	Figuratiiva, Pertenencia común		joavku		N	Collc							la gran familia de esta empresa	dán fitnodaga buorre joavku												
la sagrada familia	F			NLc		1	Religión		bassi bearaš		NLc	Collc																				
ser como de la familia			2w	VLc		1			leat lagas ustit		Pfs	IV																				
ser de la familia			2w	VLc		1			leat fuolki		VLc	IV																				
famoso	M,F			A		1			beakkálmas		A																					
famoso	M,F			A		2			beakkán		A																					
famoso	M,F			A		3			gululmas		A																					
famoso	M,F			A		4			máinnolmas		A																					
fantasma	M			N, A		1			balddonas		N, A								un barco fantasma	balddonas skiipa												
fantasma	M			N, A		2			gobmi		N, A																					
fantasma	M			N, A		3			jámeš		N, A																					
fantasma	M			N, A		4			jámet		N, A																					
fantasma	M			N		1	Pejoratiiva		čevllohallalas		N, A																					
fantasma	M			N		2	Pejoratiiva		buorrindoalli		N, A																					
farmacia	F			N		1	Lugar		apotehka		N																					
farmacia	F			N		2	Enseñanza, conocimiento		apotehka oahppu		NLc																					
favor	M			N		1			oidu		N																					
favor	M			N		2			oidojupmi		N																					
favor	M			N		3			applosa		N								El libro recibió el favor de la crítica.	Girji oaččui kritihka applosa.												
fe	F			N		1	Religión		osku		N																					
fe	F			N		2	Religión		oskkoldat		N																					
fe	F			N		3			jáhkku		N																					
dar fe			1r	VLc		1			duođaštit		V	TV, + de																				
de buena fe				AdvLc		1			jáhkaskasat		Adv																					
de buena fe				AdvLc		2			buorre áigumušain		AdvLc																					
fe de erratas	F			NLc		1			prentenmeattáhusaid lasáhus		NLc																					
mala fe	F			NLc		1			eahperehálašvuohta		N																					
mala fe	F			NLc		2			álbaniektuvuohta		N																					
febrero	M			N		1			guovvamánnu		N																					
fecha	F			N		1			áigečuokkis		N																					
fecha	F			N		2			dáhton		N																					
fecha	F			N		3			áigemearri		N								El currículum puede entregarse hasta esa fecha.	CVa sáhttá geiget dán áigemearrái.												
fecha	F			N		4			beaivi		N								La carta se ha retrasado varias fechas.	Reive lea maŋŋonan máŋga beaivvi.												
hasta la fecha				AdvLc		1			otnážii		Adv																					
hasta la fecha				AdvLc		2			otnáža rádjái		AdvLc																					
por estas fechas				AdvLc		1			dán áiggi		AdvLc								El año pasado por estas fechas conocí a Helen.	Diibmá dán áiggi mun oahpásmuvven Helenain.												
felicidad	F			N		1			lihkku		N																					
felicidad	F			N		2			vuodna		N																					
felicidades	F			Lc		1	Riegádanbeaivvis, etc.		váimmolaš lihkkosávaldagat		Lc	Pl																				
feliz	M/F			A		1			lihkolaš		A								un hombre feliz	lihkolaš olmmoš												
feliz	M/F			A		2			vuotnalaš		A																					
feliz	M/F			A		3			somá		A								una época feliz	somás áigi												
feliz	M/F			A		4			hávski		A																					
feliz	M/F			A		5			heivvolaš		A								un discurso feliz	heivvolaš sárdni												
feo	M,F			A		1			ropmi		A								un hombre feo	romes olmmoš												
feo	M,F			A		2			fasti		A								unas feas palabras	fasttes sánit												
hacer un feo			2s	VLc		1			bávččagahttit		V	TV																				
ponerse feo			2r	VLc		1			ii oro mannamin bures		Pfs	Imp, 3per							El asunto se pone feo.	Ášši ii oro mannamin bures.												
feria	F			N		1	Comercial		márkan		N																					
feria	F			N		2	Comercial		gálvomárkan		N																					
feria	F			N		3	Comercial		gávpemárkan		N																					
feria	F			N		4	Comercial		márkanat		N																					
feria	F			N		5	De atracciones		tivoli		N																					
ferrocarril	M			N		1	Vías, instalación		ruovdemáđii		N																					
ferrocarril	M			N		2	Vías, instalación		ruovdegeaidnu		N																					
ferrocarril	M			N		3	Vías, instalación		ruovdeluodda		N																					
ferrocarril	M			N		4	En Suecia, vías, instalación		ruovderaŧŧi		N																					
ferrocarril	M			N		5	Tren		toga		N																					
fértil	M/F			A		1			sahkkui		A																					
fértil	M/F			A		2			nállái		A																					
fértil	M/F			A		3			šattolaš		A								tierra fértil	šattolaš eana												
fiebre	F			N		1			feber		N																					
fiebre	F			N		2			boalddáhat		N																					
fiebre	F			N		3	Figuratiiva		áŋgirvuohta		N								la fiebre del oro	golleáŋgirvuohta												
fiebre	F			N		4	Figuratiiva		jierástupmi		N																					
fiel	M/F			A		1			oskkáldas		A								un amigo fiel	oskkáldas ustit	Pedro es fiel a sus convicciones.	Pedro lea oskkáldas iežas oainnuin.										
fiel	M/F			A		2			beahttemeahttun		A																					
fiel	M/F			A		3			luohtehahtti		A																					
fiel	M			N		1	Veakta / Balanza		viissár		N																					
fiel	M			N		2	Veakta / Balanza		viisár		N																					
fiesta	F			N		1			feasta		N																					
fiesta	F			N		2			riepmu		N																					
fiesta	F			N		3			ávvudeapmi		N																					
fiesta	F			N		4	Religión		meassu		N																					
fiestas	F			N		1	Gávpoga bassi suodjaleaddji ektui		riemut		N	UseNor: Pl							El 7 de julio empiezan las fiestas de San Fermín.	Suoidnemánu 7. beaivve álget San Fermin:a riemut.												
fiestas	F			N		2	Gávpoga bassi suodjaleaddji ektui		heajat		N	UseNor: Pl																				
figura	F			N		1			figuvra		N																					
figura	F			N		2			hápmi		N																					
figura	F			N		3	Humana		olbmohápmi		N																					
figura	F			N		4	De animal		eallihápmi		N																					
figura	F			N		5	Humana, de bulto redondo		olbmogovvabázzi		N																					
figura	F			N		6	De animal, de bulto redondo		ealligovvabázzi		N																					
figurar			1a	V		1			govvet		V	TV																				
figurar			1a	V		2			sárgut		V	TV																				
figurar			1a	V		3			dahkaluddat		V	TV							Figuró amor hacia ella.	Son dahkaluttai ahte son dovddai ráhkesvuođa sutnje.												
figurar			1a	V		4			gávdnot		V	IV							Esta palabra no figura en el diccionario.	Dát sátni ii gávdno sátnegirjjis.												
figurarse			1a	V		5			miellagovahallat iežas		VLc	Prnl, UseTV							Se figuraba que aún era un niño.	Son miellagovahalai iežas dán, ahte ain lei mánná.												
figurarse			1a	V		6			govahallat iežas		VLc	Prnl, UseTV																				
fijar			1a	V		1			darvvehit		V	TV							fijar un cuadro a la pared	darvvehit gova seaidnái												
fijar			1a	V		2			giddet		V	TV																				
fijar			1a	V		3			mearridit		V	TV							fijar una fecha	mearridit beaivvi												
fijarse			1a	V		4			áicat		V	Prnl, UseTV, + en							No me he fijado en ese detalle.	In leat áican dán detállja.												
fijarse			1a	V		5			jurdilit dárkilit		VLc	Prnl, UseTV, + en							Fíjate bien en lo que dices.	Jurdil dárkilit maid dajat.												
fíjate				Interj		1			jurddaš		Interj																					
fijo	M,F			A		1			giddejuvvon		A								Ese mueble está fijo en la pared.	Stohpogálvu lea giddejuvvon seaidnái.												
fijo	M,F			A		2			bissovaš		A								precio fijo	bissovaš haddi	sueldo fijo	bissovaš bálká	trabajo fijo	bissovaš bargu								
fijo	M,F			A		3			stáđis		A								idea fija	stáđđásis jurdda												
fila	F			N		1			gurgadas		N																					
fila	F			N		2			ráđđa		N																					
fila	F			N		3			linnjá		N																					
fila	F			N		4			ráidu		N																					
estar en fila			1p	VLc		1			leat ráidun		VLc	IV																				
filete	M			N		1	Pescado		časkkis		N																					
filete	M			N		2	Carne		biffa		N																					
filete	M			N		3	Carne		čielgedeahkki		N																					
filete	M			N		4	Carne		sávodeahkki		N																					
filete	M			N		5			sáiggar		N																					
filo	M			N		1			ávju		N																					
filo	M			N		2			dearri		N																					
fin	M			N		1			geahči		N																					
fin	M			N		2			loahppa		N								El fin del camino se encuentra a tres kilómetros.	Geaidnogeahči lea golbma kilomehtera duohken.												
fin	M			N		3	Objetivo		ulbmil		N																					
fin	M			N		4	Objetivo		áigumuš		N																					
a fin de				AdvLc		1	Tiempo / Áigi		loahpas		Adv								A fin de mes cobramos el sueldo.	Mii oažžut bálkká juohke mánu loahpas.												
a fin de				AdvLc		2	Tiempo / Áigi		loahpageahčen		Adv								A fin de mes cobramos el sueldo.	Mii oažžut bálkká juohke mánu loahpas.												
al fin y al cabo				AdvLc		1			eandalii		Adv								Al fin y al cabo tenemos que hacerlo.	Eandalii mii fertet dán dahkat.												
al fin y al cabo				AdvLc		2			loahpa loahpas		AdvLc								Calla, al fin y a cabo no tienes razón.	Oro jaska, loahpa loahpas dus ii leat riekta.												
al fin y al cabo				AdvLc		3			loahpalaččat		Adv																					
con el fin de				PrLc		1			vai		CC								Se escondió con el fin de cometer un delito.	Son čiehkádii vai beassá dahkat láhkarihkkuma.												
el fin justifica los medios				Lc		1			cealkka mii heive dillái, go politihkalaš ulbmil lea buot deháleamos		Pfs																					
fin de semana	M			NLc		1			vahkuloahppa		N																					
fin de semana	M			NLc		2			vahkkoloahppa		N																					
por fin				AdvLc		1			viimmat		Adv																					
por fin				AdvLc		2			loahpas		Adv																					
final	M/F			A		1			loahpalaš		A								el producto final	loahpalaš buvttadus	la parte final de la balada	lávlaga loahpalaš oassi										
final	M			N		1			loahppa		N								En junio llegaremos al final del proceso.	Geassemánus mii ollet proseassa lohppii.												
final	M			N		2			geahči		N								Nos acercamos al final del túnel.	Mii lahkanit tunnela geahčái.												
finalmente				Adv		1			loahpas		Adv																					
finalmente				Adv		2			loahpa loahpas		AdvLc																					
finalmente				Adv		3			loahpalaččat		Adv																					
financiar			1b	V		1			ruhtadit		V	TV																				
financiar			1b	V		2			goasttidit		V	TV																				
financiar			1b	V		3			ruhttet		V	TV																				
fiordo	M			N		1			vuotna		N																					
firma	F			N		1			vuolláičálli		N																					
firmar			1a	V		1			vuolláičállit		V	TV							firmar un documento	vuolláičállit dokumeantta												
firmar			1a	V		2			čállit		V	TV							firmar un convenio	čállit šiehtadusa	Firme aquí, por favor.	Lea ge buorre ja čále dása.										
física	F			N		1			fysihkka		N																					
flauta	F			N		1			njurggan		N																					
flauta	F			N		2			njurgganas		N																					
fletán	M			N		1		hippoglossus hippoglossus	bálddis		N																					
